order_id,restaurant_id,delivery_person_id,user_id,restaurant_latitude,restaurant_longitude,delivery_location_latitude,delivery_location_longitude,order_date,time_ordered,time_order_picked,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city,time_taken_min
ORD000132,R0480,D00315,U03125,12.926837,77.673544,13.005134,77.56186,2024-11-02,13:57,14:15,Sunny,Medium,2,Meal,bicycle,2,Yes,Bengaluru,29
ORD000133,R0323,D01865,U00816,12.861411,77.59307,12.974005,77.557275,2023-04-04,20:36,21:09,Sunny,Medium,2,Drinks,motorcycle,3,No,Bengaluru,33
ORD000134,R0302,D00013,U00772,12.901832,77.622334,12.949246,77.691366,2023-12-15,15:19,15:34,Sunny,Low,1,Buffet,motorcycle,0,No,Bengaluru,42
ORD000135,R0302,D00587,U01660,12.901832,77.622334,12.886688,77.635471,2024-03-07,14:43,15:03,Sunny,High,2,Meal,motorcycle,1,No,Bengaluru,31
ORD000136,R0394,D00831,U04840,12.993671,77.695328,12.974744,77.610531,2023-01-26,22:47,23:00,Sunny,Medium,1,Drinks,motorcycle,1,No,Bengaluru,40
ORD000137,R0141,D01632,U04897,12.93003,77.674103,12.966316,77.517337,2023-05-11,16:59,17:18,Sunny,High,1,Buffet,motorcycle,0,No,Bengaluru,50
ORD000138,R0475,D02000,U01796,12.968057,77.749181,12.969492,77.63535,2024-03-17,23:40,23:00,Foggy,Medium,0,Meal,scooter,2,No,Bengaluru,41
ORD000139,R0211,D01287,U01218,12.866702,77.675582,13.024776,77.611859,2023-03-08,19:34,19:57,Cloudy,Medium,0,Buffet,motorcycle,0,No,Bengaluru,37
ORD000140,R0492,D01831,U04665,12.966155,77.725617,12.923445,77.59375,2024-12-10,12:45,12:59,Sunny,High,2,Meal,motorcycle,2,Yes,Bengaluru,44
ORD000141,R0407,D01897,U01854,12.922506,77.58907,12.913442,77.538513,2023-01-14,14:50,15:14,Cloudy,Medium,2,Meal,motorcycle,2,No,Bengaluru,43
ORD000142,R0183,D00581,U01881,13.018836,77.707586,12.978817,77.643563,2023-05-25,22:19,22:38,Stormy,Medium,1,Meal,motorcycle,1,No,Bengaluru,38
ORD000143,R0167,D00358,U00168,12.999226,77.559421,12.908195,77.631382,2023-04-03,12:08,12:27,Stormy,Medium,2,Meal,scooter,0,No,Bengaluru,48
ORD000144,R0340,D00928,U03344,12.936638,77.619622,13.118258,77.599659,2024-03-03,08:56,09:23,Windy,High,1,Snack,motorcycle,0,No,Bengaluru,56
ORD000145,R0071,D00289,U04194,13.004697,77.554906,12.956057,77.514847,2024-06-13,12:20,12:37,Windy,Low,2,Meal,motorcycle,0,No,Bengaluru,28
ORD000146,R0341,D02000,U02000,12.908144,77.617551,12.982878,77.648735,2023-03-23,13:05,13:28,Sunny,High,0,Drinks,scooter,1,Yes,Bengaluru,57
ORD000147,R0101,D01554,U01531,13.106804,77.594616,12.967329,77.759406,2023-01-22,20:17,20:38,Foggy,Medium,0,Drinks,motorcycle,0,No,Bengaluru,42
ORD000148,R0001,D00786,U00114,12.94644,77.720147,12.915021,77.531772,2024-07-18,13:28,13:45,Rainy,Medium,2,Snack,motorcycle,2,Yes,Bengaluru,34
ORD000149,R0213,D00158,U02115,12.934322,77.629765,12.871276,77.699471,2023-09-05,19:31,20:01,Windy,High,2,Drinks,scooter,0,No,Bengaluru,52
ORD000150,R0099,D01250,U00677,12.915327,77.602971,13.020827,77.58203,2023-10-01,19:29,19:57,Cloudy,Jam,1,Drinks,scooter,1,No,Bengaluru,53
ORD000151,R0329,D00591,U01935,12.901725,77.62095,12.962616,77.50674,2023-07-15,12:11,12:23,Foggy,High,0,Drinks,scooter,1,Yes,Bengaluru,40
ORD000152,R0221,D01875,U03576,12.833576,77.66306,12.983376,77.609223,2024-10-16,13:06,13:31,Rainy,High,2,Snack,scooter,3,No,Bengaluru,48
ORD000153,R0247,D00086,U01688,12.936284,77.574518,12.926105,77.540837,2023-07-17,22:27,22:44,Rainy,Jam,1,Buffet,electric_scooter,1,No,Bengaluru,64
ORD000154,R0045,D00623,U04327,12.979592,77.621151,12.856778,77.677199,2024-07-10,13:31,13:59,Sunny,Medium,1,Drinks,electric_scooter,0,No,Bengaluru,42
ORD000155,R0417,D00451,U01581,12.967939,77.761814,13.007632,77.572784,2024-01-12,19:09,19:24,Stormy,Medium,1,Drinks,motorcycle,1,Yes,Bengaluru,51
ORD000156,R0028,D00247,U04673,12.913911,77.644494,12.958695,77.614906,2023-05-06,19:00,19:29,Sunny,Low,0,Drinks,motorcycle,1,Yes,Bengaluru,23
ORD000157,R0135,D00193,U01575,13.016988,77.699133,12.986057,77.7431,2024-04-08,21:02,21:22,Cloudy,High,1,Snack,motorcycle,3,No,Bengaluru,58
ORD000158,R0353,D00944,U00239,13.112266,77.597393,12.972202,77.566751,2023-07-26,22:39,22:49,Sunny,Low,2,Buffet,electric_scooter,0,No,Bengaluru,22
